2,1.0725,1.0725
3,1.074,1.0725
4,1.0744,1.0725
5,1.0746,1.0725
6,1.0752,1.0725
7,1.0756,1.0725
8,1.0753,1.0725
9,1.0759,1.0725
10,1.0762,1.0725
11,1.076,1.0725
12,1.0766,1.0725
13,1.0769,1.0725
14,1.0768,1.0725
15,1.0771,1.0725
16,1.0772,1.0725
17,1.0772,1.0725
18,1.0775,1.0725
19,1.0773,1.0725
20,1.0776,1.0725
21,1.078,1.0725
22,1.0777,1.0725
23,1.0777,1.0725
24,1.078,1.0725
25,1.0776,1.0725
26,1.0781,1.0725
27,1.0783,1.0725
28,1.0779,1.0725
29,1.0783,1.0725
30,1.0784,1.0725
31,1.078,1.0725
32,1.0783,1.0725
33,1.0785,1.0725
34,1.0783,1.0725
35,1.0785,1.0725
36,1.0785,1.0725
37,1.0787,1.0725
38,1.079,1.0725
39,1.0788,1.0725
40,1.0788,1.0725
41,1.079,1.0725
42,1.0786,1.0725
43,1.0789,1.0725
44,1.0791,1.0725
45,1.0786,1.0725
46,1.079,1.0725
47,1.0791,1.0725
48,1.0785,1.0725
49,1.0789,1.0725
50,1.0791,1.0725
51,1.0787,1.0725
52,1.079,1.0725
53,1.0791,1.0725
54,1.0788,1.0725
55,1.0791,1.0725
56,1.079,1.0725
57,1.0789,1.0725
58,1.0791,1.0725
59,1.0787,1.0725
60,1.079,1.0725
61,1.0792,1.0725
62,1.0788,1.0725
63,1.079,1.0725
64,1.0791,1.0725
65,1.0788,1.0725
66,1.0792,1.0725
67,1.0793,1.0725
68,1.0789,1.0725
69,1.0792,1.0725
70,1.0793,1.0725
71,1.0789,1.0725
72,1.0792,1.0725
73,1.0792,1.0725
74,1.0791,1.0725
75,1.0792,1.0725
76,1.079,1.0725
77,1.079,1.0725
78,1.0791,1.0725
79,1.0789,1.0725
80,1.0791,1.0725
81,1.0792,1.0725
82,1.0787,1.0725
83,1.0789,1.0725
84,1.079,1.0725
85,1.0788,1.0725
86,1.0791,1.0725
87,1.0791,1.0725
88,1.0787,1.0725
89,1.079,1.0725
90,1.0791,1.0725
91,1.0788,1.0725
92,1.079,1.0725
93,1.0786,1.0725
94,1.0788,1.0725
95,1.0789,1.0725
96,1.0786,1.0725
97,1.0787,1.0725
98,1.0788,1.0725
99,1.0785,1.0725
100,1.0788,1.0725
101,1.0789,1.0725
102,1.0783,1.0725
103,1.0786,1.0725
104,1.0787,1.0725
105,1.0781,1.0725
106,1.0785,1.0725
107,1.0786,1.0725
108,1.0781,1.0725
109,1.0771,1.0725
110,1.0784,1.0725
111,1.0783,1.0725
112,1.0785,1.0725
113,1.0783,1.0725
114,1.0783,1.0725
115,1.0784,1.0725
116,1.0779,1.0725
117,1.078,1.0725
118,1.0781,1.0725
119,1.0776,1.0725
120,1.0779,1.0725
121,1.078,1.0725
122,1.0776,1.0725
123,1.0778,1.0725
124,1.0779,1.0725
125,1.0775,1.0725
126,1.0776,1.0725
127,1.0777,1.0725
128,1.0775,1.0725
129,1.0777,1.0725
130,1.0776,1.0725
131,1.0774,1.0725
132,1.0775,1.0725
133,1.0774,1.0725
134,1.0774,1.0725
135,1.0775,1.0725
136,1.0771,1.0725
137,1.0773,1.0725
138,1.0774,1.0725
139,1.0769,1.0725
140,1.0772,1.0725
141,1.0772,1.0725
142,1.0768,1.0725
143,1.077,1.0725
144,1.0771,1.0725
145,1.0767,1.0725
146,1.0768,1.0725
147,1.0768,1.0725
