2,1.0799,1.0799
3,1.0812,1.0799
4,1.0819,1.0799
5,1.0822,1.0799
6,1.0826,1.0799
7,1.0828,1.0799
8,1.0831,1.0799
9,1.0832,1.0799
10,1.0834,1.0799
11,1.0835,1.0799
12,1.0835,1.0799
13,1.0835,1.0799
14,1.0836,1.0799
15,1.0836,1.0799
16,1.0836,1.0799
17,1.0837,1.0799
18,1.0837,1.0799
19,1.0837,1.0799
20,1.0837,1.0799
21,1.0838,1.0799
22,1.0837,1.0799
23,1.0837,1.0799
24,1.0837,1.0799
25,1.0836,1.0799
26,1.0824,1.0799
27,1.0836,1.0799
28,1.0837,1.0799
29,1.0837,1.0799
30,1.0837,1.0799
31,1.0836,1.0799
32,1.0824,1.0799
33,1.0836,1.0799
34,1.0836,1.0799
35,1.0836,1.0799
36,1.0836,1.0799
37,1.0836,1.0799
38,1.0836,1.0799
39,1.0836,1.0799
40,1.0836,1.0799
41,1.0836,1.0799
42,1.0835,1.0799
43,1.0835,1.0799
44,1.0834,1.0799
45,1.0834,1.0799
46,1.0834,1.0799
47,1.0834,1.0799
48,1.0833,1.0799
49,1.0833,1.0799
50,1.0833,1.0799
51,1.0832,1.0799
52,1.0834,1.0799
53,1.0836,1.0799
54,1.0837,1.0799
55,1.0837,1.0799
56,1.0838,1.0799
57,1.0832,1.0799
58,1.083,1.0799
59,1.083,1.0799
60,1.083,1.0799
61,1.0829,1.0799
62,1.0829,1.0799
63,1.0828,1.0799
64,1.0828,1.0799
65,1.0828,1.0799
66,1.0827,1.0799
67,1.0815,1.0799
68,1.0827,1.0799
69,1.0826,1.0799
70,1.0825,1.0799
71,1.0825,1.0799
72,1.0825,1.0799
73,1.0825,1.0799
74,1.0824,1.0799
75,1.0824,1.0799
76,1.0823,1.0799
77,1.0823,1.0799
78,1.0822,1.0799
79,1.0822,1.0799
80,1.0822,1.0799
81,1.0822,1.0799
82,1.0821,1.0799
83,1.0821,1.0799
84,1.082,1.0799
85,1.082,1.0799
86,1.0819,1.0799
87,1.0819,1.0799
88,1.0818,1.0799
89,1.0818,1.0799
90,1.0817,1.0799
91,1.0818,1.0799
92,1.0817,1.0799
93,1.0817,1.0799
94,1.0816,1.0799
95,1.0816,1.0799
96,1.0815,1.0799
97,1.0816,1.0799
98,1.0815,1.0799
